# Everyday English and modern tech/chat words for the glide and candidate engines:
# words a person types on a modern phone or in dev/chat contexts that legacy AOSP corpora
# lack or under-rate. Merged into en_US.txt by:
#   scripts/build-wordlist.py app/src/main/assets/dictionaries/en_US.txt app/src/main/assets/dictionaries/en_US.txt --boost scripts/wordlists/en-modern.tsv
# A boost only raises or adds; tiers:
#   200: core modern tech nouns, high-frequency chat essentials, greetings and replies
#   180: software lifecycle verbs, dev terminology, infrastructure, modern web and social
#   165: casual internet slang, abbreviations, programming types and keywords
# Lowercase letters only [a-z], no digits, no punctuation.

# Tier 200: core modern tech nouns
sql	180
db	180
csv	180
yaml	180
yml	180
markdown	180
blob	180
blobs	180
tar	180
zip	180
iso	180

# Tier 180: modern web, media and social platforms
blog	180
blogs	180
blogger	180
bloggers	180
blogging	180
tweet	180
tweets	180
tweeted	180
tweeting	180
retweet	180
retweets	180
emoji	180
emojis	180
meme	180
memes	180
stream	180
streams	180
streamer	180
streamers	180
streaming	180
podcast	180
podcasts	180
avatar	180
avatars	180
feed	180
feeds	180
profile	180
profiles	180
screenshot	180
screenshots	180
screencap	180
screencaps	180
appstore	180
playstore	180
site	180
sites	180
website	180
websites	180
webpage	180
webpages	180
link	180
links	180
linked	180
linking	180
hyperlink	180
hyperlinks	180
upload	180
uploads	180
uploaded	180
uploading	180
uploader	180
download	180
downloads	180
downloaded	180
downloading	180
downloader	180
update	180
updates	180
updated	180
updating	180
upgrade	180
upgrades	180
upgraded	180
upgrading	180

# Tier 165: casual internet slang & chat abbreviations
rofl	165
lmao	165
tbh	165
tldr	165
afaik	165
iirc	165
brb	165
gtg	165
np	165
yw	165
omw	165
hmu	165
rn	165
ngl	165
fr	165
cap	165
nocap	165
sus	165
vibes	165
vibe	165
vibing	165
hype	165
flex	165
flexed	165
flexing	165
clout	165
simp	165
simps	165
cringe	165
cringy	165
based	165
goat	165
pro	165
pros	165
noob	165
noobs	165
newbie	165
newbies	165
nerf	165
nerfed	165
nerfing	165
buff	165
buffed	165
buffing	165
mod	165
mods	165
glitch	165
glitches	165
glitched	165
glitching	165
lag	165
lags	165
lagged	165
lagging	165
laggy	165
ping	165
pings	165
pinged	165
pinging	165
afk	165
gg	165
ggs	165
spam	165
spams	165
spammed	165
spamming	165
spammer	165
spammers	165
troll	165
trolls	165
trolled	165
trolling	165
spoiler	165
spoilers	165
bday	165
congrats	165

# Tier 165: programming language keywords, types & constructs
workaround	165
workarounds	165
boilerplate	165
whitelist	165
blacklist	165
allowlist	165
denylist	165
wildcard	165
wildcards	165
param	165
params	165
parameter	165
parameters	165
arg	165
args	165
argument	165
arguments	165
prop	165
props	165
property	165
properties	165
attr	165
attrs	165
attribute	165
attributes	165
bool	165
boolean	165
booleans	165
int	165
ints	165
integer	165
integers	165
char	165
chars	165
str	165
len	165
val	165
var	165
const	165
fn	165
func	165
funcs	165
def	165
async	165
await	165
coroutine	165
coroutines	165
mutex	165
mutexes	165
sem	165
semaphore	165
semaphores	165
fifo	165
lifo	165
io	165
os	165
ai	165
ml	165
genai	165
llm	165
prompting	165
dataset	165
datasets	165
codebase	165
codebases	165
null	165
nil	165
undef	165
undefined	165
nan	165
void	165
byte	165
bytes	165
bit	165
bits	165
string	165
strings	165
array	165
arrays	165
list	165
lists	165
map	165
maps	165
set	165
sets	165
enum	165
enums	165
tuple	165
tuples	165
struct	165
structs	165
class	165
classes	165
interface	165
interfaces	165
trait	165
traits	165
impl	165
generic	165
generics	165
macro	165
macros	165
closure	165
closures	165
lambda	165
lambdas	165
iter	165
iterator	165
iterators	165
loop	165
loops	165
looping	165

# Tier 165: casual contractions and chat apps
lemme	165
ya	165
whatsapp	165
selfie	165
selfies	165
