# Everyday Ukrainian for the glide list: words a person types in a message that the
# news-and-encyclopedia corpus under-rates or lacks. Merged into uk.txt by
#   scripts/build-wordlist.py app/src/main/assets/dictionaries/uk.txt app/src/main/assets/dictionaries/uk.txt --boost scripts/wordlists/uk-everyday.tsv
# A boost only raises or adds; tiers: 200 greetings and replies, 180 pronouns, messaging
# verbs and time words, 165 everyday nouns and adjectives. Lowercase letters (with an apostrophe inside a word that has one) only, no names.

# greetings and goodbyes
понеділок	180
вівторок	180
середа	180
четвер	180
година	180
годину	180
хвилин	180
хвилину	180
хвилинку	180
секунду	180

# how things are
гарно	165
гарний	165
гарна	165
файно	165
файний	165
смачно	165
смачний	165
нормально	165
нормальний	165
погано	165
поганий	165
важко	165
легко	165
швидко	165
повільно	165
дуже	165
трохи	165
трішки	165
багато	165
мало	165
майже	165
зовсім	165
взагалі	165
все	165
всі	165
всім	165
весь	165
вся	165
теж	165
також	165
тільки	165
лише	165
разом	165
окремо	165
просто	165
справді	165
дійсно	165
правда	165
чесно	165
серйозно	165
жартую	165
жарт	165
весело	165
сумно	165
цікаво	165
нудно	165
приємно	165
красиво	165
класний	165
класна	165
крутий	165
крута	165
новий	165
нова	165
старий	165
стара	165
великий	165
маленький	165

# people
друг	165
подруга	165
друзі	165
родина	165
мама	165
тато	165
батьки	165
дитина	165
діти	165
чоловік	165
дружина	165
хлопець	165
дівчина	165
брат	165
сестра	165

# work and plans
робота	165
роботу	165
роботі	165
справи	165
справа	165
зустріч	165
план	165
плани	165
ідея	165
проблема	165
питання	165
відповідь	165
помилка	165
новина	165
новини	165
відпустка	165
канікули	165
відрядження	165
поїздка	165
подорож	165

# food and drink
кава	165
кави	165
каву	165
чай	165
чаю	165
обід	165
вечеря	165
сніданок	165
їсти	165
їжа	165
пити	165
вода	165
пиво	165
вино	165
хліб	165
молоко	165
сир	165
борщ	165
вареники	165
піца	165
суші	165
ресторан	165
кафе	165
бар	165

# getting around
машина	165
машину	165
автобус	165
потяг	165
метро	165
таксі	165
квиток	165
квитки	165
дім	165
додому	165
квартира	165
кімната	165
вулиця	165
місце	165
магазин	165
ринок	165
дорога	165
пробка	165
затримка	165
запізнення	165

# phone and money
телефон	165
повідомлення	165
фото	165
відео	165
посилання	165
лист	165
пошта	165
номер	165
адреса	165
гроші	165
грошей	165
ціна	165
знижка	165

# weather and health
погода	165
дощ	165
сніг	165
сонце	165
спека	165
холодно	165
тепло	165
жарко	165
лікар	165
лікарня	165
аптека	165
ліки	165
хворий	165
втомився	165
втомилась	165
спати	165
сон	165

# free time
свято	165
парк	165
кіно	165
фільм	165
серіал	165
музика	165
пісня	165
книга	165
гра	165
футбол	165
спорт	165
зал	165
тренування	165
прогулянка	165
велосипед	165
школа	165
університет	165
урок	165
іспит	165

# chat, apps and tech
скрін	180
скріни	180
скриншот	180
скриншоти	180
лайк	180
лайки	180
лайкнути	180
сторіс	180
стікер	180
стікери	180
смайлик	180
смайлики	180
емодзі	180
репост	180
селфі	180
фотка	180
фотки	180
відос	180
відоси	180
голосове	180
лінк	180
ютуб	180
ютубі	180
телеграм	180
телеграмі	180
телега	180
вайбер	180
вайбері	180
інста	180
інсті	180
інстаграм	180
тікток	180
загуглити	180
погуглити	180
вайфай	180
логін	180
пароль	180
акаунт	180
інет	180
комп	180
компа	180
ноут	180
ноута	180
айфон	180
андроїд	180
застосунок	180
апдейт	180
оновлення	180
дедлайн	180
мітинг	180
дзвінок	180
онлайн	180
офлайн	180
фіча	165
фічі	165
баги	165

# colloquialisms and short chat words
лол	165
кек	165
рофл	165
кринж	165
кринжово	165
спс	165
пж	165
норм	165
нормас	165
щас	165
шо	165
шось	165
капець	165
ваще	165
жесть	165
треш	165
кайф	165
хайп	165
вайб	165
фейк	165
спойлер	165
мем	165
меми	165
баг	165
зум	165
ізі	165
бро	165
чел	165
хаха	165
ахах	165
ахаха	165

# words with an apostrophe: the source rates nearly all of them 10, so the everyday ones are
# set here; every other apostrophe word is known at 70 through uk-apostrophe.tsv
п'ять	180
п'ятий	180
п'ята	180
п'яте	180
п'ятниця	180
п'ятницю	180
п'ятниці	180
п'ятнадцять	180
п'ятдесят	180
п'ятсот	180
дев'ять	180
дев'ятий	180
дев'ята	180
дев'яте	180
дев'ятнадцять	180
дев'яносто	180
дев'ятсот	180
сім'я	180
сім'ї	180
сім'ю	180
сім'єю	180
ім'я	180
ім'ям	180
пам'ять	180
пам'яті	180
пам'ятаю	180
пам'ятати	180
пам'ятаєш	180
пам'ятає	180
пам'ятай	180
пам'ятайте	180
зв'язок	180
зв'язку	180
зв'язки	180
зв'язатися	180
зв'яжуся	180
зв'яжіться	180
зв'язалися	180
з'явився	180
з'явилася	180
з'явилося	180
з'явилися	180
з'явитися	180
з'явиться	180
з'являється	180
об'єкт	180
об'єкта	180
об'єкти	180
об'єднання	180
об'єднати	180
об'єм	180
об'ява	180
об'яви	180
об'яву	180
інтерв'ю	180
комп'ютер	180
комп'ютера	180
комп'ютери	180
м'ясо	180
м'яса	180
м'який	180
м'яка	180
м'яко	180
м'яч	180
м'яча	180
здоров'я	180
здоров'ям	180
прислів'я	180
під'їзд	180
під'їзді	180
під'їзду	180
бур'ян	180
з'їсти	180
з'їв	180
з'їла	180
з'їли	180
з'їздити	180
розв'язок	180
розв'язку	165
розв'язати	165
розв'язання	165
розв'язав	165
розв'яжу	165
в'язати	165
зав'язати	165
прив'язаний	165
п'єса	165
п'єси	165
п'яний	165
п'ятірка	165
дев'ятка	165
сім'ями	165
м'ята	165
м'ятний	165
обов'язок	165
обов'язково	165
обов'язковий	165
обов'язкова	165
обов'язки	165
зобов'язання	165
пір'я	165
підв'язати	165
бур'яни	165
м'ясний	165
м'якше	165
м'язи	165
м'яз	165
м'язів	165
кав'ярня	165
кав'ярні	165
кав'ярню	165
ф'ючерс	165
інтерв'юер	165
з'ясувати	165
з'ясував	165
з'ясувала	165
з'ясовано	165
з'ясувалося	165
з'єднання	165
з'єднати	165
з'їзд	165
об'їзд	165
об'ємний	165
об'єктивний	165
об'єктивно	165
об'єднаний	165
без'ядерний	165
від'їзд	165
від'ємний	165
від'ємне	165
під'єднати	165
під'єднатися	165
рум'янець	165
полум'я	165
полум'ям	165
